DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
47130104002,0.0007,,,0.0002,,,,,,,0
47130104004,0.0011,,,0.0003,,,,0.054,0.0103,,0
47130104005,0.0012,,,0.0003,,,,0.0516,,,0
47130104006,0.002,0.0084,,0.0005,0.0279,0.0269,0.0346,0.0769,0.0103,,0
47130104007,0.0021,0.0097,,0.0005,0.0322,,,0.0865,0.0103,,0
47130104010,0.0025,0.0179,,0.0005,0.0591,,,0.1372,0.0103,,0
47130104011,0.003,0.0174,,0.0005,0.0575,0.0269,0.0346,0.1346,0.0103,,0
47130104012,0.003,0.0137,,0.0006,0.0452,0.0288,0.0372,0.113,0.0103,,0
47130104013,0.0048,0.0215,,0.0007,0.0709,0.0329,0.0425,0.1553,0.0101,,0
47130104014,0.0036,0.0161,,0.0007,0.0532,0.0356,0.0459,0.1273,,,0
47130104015,0.006,0.0258,,0.0008,0.0851,0.0392,0.0505,0.1744,,,0
47130104016,0.0084,0.0432,,0.0008,0.1419,0.0359,0.0463,0.2758,,,0
47130104017,0.0045,0.0269,,0.0011,0.0887,0.0404,0.052,0.4791,0.0102,,0
47130104018,0.0035,0.0248,,0.001,0.0818,0.0377,0.0485,0.7194,,,0
47130104019,0.0028,0.0239,,0.0008,0.0788,0.0353,0.0455,0.6539,,,0
47130104020,0.004,0.0405,,0.0007,0.133,0.0304,0.0392,0.2758,0.0103,,0
47130104021,0.0063,0.0648,,0.0007,0.2129,0.0329,0.0425,0.2758,0.01,,0
47130104022,0.0044,0.0341,,0.0006,0.112,0.0293,0.0377,0.1553,0.0103,,0
47130104023,0.0038,0.0341,,0.0006,0.112,0.0284,0.0366,0.2045,0.0103,,0
47130104037,0.0024,0.0153,,0.0011,0.0506,0.0404,0.052,0.2758,0.0102,,0
47130104047,0.0031,0.015,,0.0018,0.0494,0.0507,0.0654,0.2656,0.0128,,0
47130104048,0.003,0.0153,,0.0013,0.0506,0.0445,0.0573,0.4491,0.0112,,0
47130104050,0.0011,,,0.0006,,0.0291,0.0375,0.0769,,,0
47130104051,0.0009,,,0.0005,,0.0497,0.0641,,0.0126,,0
47130104052,0.0008,,,0.0005,,0.0514,0.0662,,0.013,,0
47130104053,0.0027,0.0113,,0.0006,0.0373,0.0309,0.0398,0.0973,,,0
47130104054,0.0026,0.0094,,0.0005,0.0312,0.0335,0.0432,0.0844,,,0
47130104056,0.0028,0.0076,,0.0005,0.0253,0.0293,0.0377,0.0707,,,0
47130104057,0.0026,0.0068,,0.0004,0.0228,0.0276,0.0356,0.0647,,,0
47130104059,0.0019,0.0073,,0.0004,0.0244,0.0286,0.0369,0.0686,,,0
47130104060,0.0026,0.0068,,0.0004,0.0228,0.0276,0.0356,0.0647,,,0
47130104061,0.0015,,,0.0004,,0.0276,0.0356,0.0548,,,0
47130104062,0.0027,0.0073,,0.0004,0.0244,0.0286,0.0369,0.0686,,,0
47130104063,0.0012,0.0064,,0.0003,0.0212,,,0.0633,0.0103,,0
47130104064,0.0019,0.0103,,0.0013,0.0343,0.044,0.0567,0.1553,0.0111,,0
47130104065,0.0024,0.0103,,0.0017,0.0343,0.0495,0.0638,0.1974,0.0125,,0
47130104066,0.0033,0.009,,0.0052,0.0299,0.0671,0.0865,0.1296,0.017,,0
47130104067,0.0026,0.0089,,0.0026,0.0295,0.0574,0.0739,0.1553,0.0145,,0
47130104068,0.0019,0.0076,,0.0016,0.0253,0.0483,0.0622,0.1046,0.0122,,0
47130104069,0.0015,0.0064,,0.001,0.0214,0.0425,0.0548,0.0897,0.0108,,0
47130104070,0.0005,,,0.0002,,,,,,,0
47130104071,0.0003,,,,,,,,,,0
47130105001,0.003,0.0126,,0.0006,0.0417,0.0392,0.0505,0.1078,,,0
47130105002,0.0025,0.0105,,0.0006,0.0348,0.043,0.0554,0.0934,0.0109,,0
47130105003,0.0021,0.0097,,0.0005,0.0322,0.0455,0.0586,0.0876,0.0115,,0
47130105004,0.0024,0.0109,,0.0006,0.036,0.0582,0.075,0.0987,0.0147,,0
47130105005,0.0021,0.0093,,0.0007,0.0308,0.0762,0.0982,0.1168,0.0192,,0
47130105006,0.0025,0.0107,,0.0008,0.0354,0.0649,0.0837,0.1372,0.0164,,0
47130105007,0.0031,0.014,,0.0007,0.0462,0.0495,0.0638,0.1148,0.0125,,0
