DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
59290188003,0.0082,0.0584,0.0282,0.0043,0.0552,,0.0481,,0.0141,0.0044,0
59290188004,0.0092,0.0488,0.0266,0.0062,0.0708,,0.0485,,0.0185,0.0023,0
59290188005,0.005,0.0214,0.0381,0.0023,,,0.118,,0.0231,0.0015,0
59290188006,0.0054,0.0093,0.0326,0.0029,,,0.0739,,0.0145,0.0032,0
59290188008,0.0062,0.0242,0.0074,0.0033,0.0429,,,,0.0106,0.0032,0
59290188009,0.0075,0.0546,0.0263,0.0045,0.0484,,0.0476,,0.0118,0.0053,0
59290188011,0.0067,0.0423,0.0254,0.0056,0.097,,0.0439,,0.0185,0.0017,0
