DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
35190100001,0.0024,,,,,,,,,,0
35190100002,0.012,,0.0092,0.0011,,,,,,,0
35190100007,0.0132,,,0.0001,,,,,,,0
35190100008,0.0053,,,,,,,0.0421,,,0
35190100009,0.0116,,0.0118,0.0001,,,,,,0.0002,0
35190100010,0.012,,0.0092,0.0011,,,,,,,0
35190100011,0.0137,,,0.0001,,,,,,,0
35190100012,0.0179,,,0.0008,,,,,,,0
35190122001,0.0075,,,,,,,,,,0
35190122002,0.0128,,,0.0001,,,,,,,0
35190122003,0.0094,,,0.0001,,,,,,,0
35190122004,0.0165,,,0.0013,,,,,,,0
35190122005,0.0109,,,0.0003,,,,,,,0
35190122006,0.0088,,,0.0001,,,,,,,0
35190122007,0.0076,,,0.0001,,,,,,,0
35190122008,0.0081,,,0.0001,,,,,,,0
35190157002,0.0066,,,0.0,,,,,,,0
35190157005,0.0062,,,,,,,,,,0
35190157007,0.0023,,,,,,,,,,0
35190157008,0.0068,,,0.0003,,,,,,,0
35190157009,0.0113,,,0.0009,,,,,,0.0001,0
35190157010,0.0061,,,0.0013,,,,,,,0
35190157011,0.0064,,,0.0013,,,,,,,0
35190157012,0.0083,,,0.0009,,,,,,0.0036,0
35190157013,0.0077,,,0.0008,,,,,,0.0052,0
35190157014,0.0066,,,0.0008,,,,,,,0
35190167001,0.0014,,,,,,,,,,0
35190167004,0.0016,,,0.0004,,,,,,,0
35190167005,0.0016,,,0.0002,,,,,,,0
35190168001,0.001,,,,,,,,,,0
35190168004,0.0038,,,,,,,,,0.0001,0
35190168005,0.0021,,,,,,,,,,0
35190168006,0.0009,,,,,,,,,,0
35190168008,0.0037,0.0046,,,,,,,,,0
35190168012,0.0025,,,,,,,,,,0
35190168013,0.0014,0.0072,,,,,,,,,0
35190168014,0.0048,,,,,,,,,,0
35190168015,0.0018,,0.0063,,,0.0364,,,,,0
35190168016,0.002,,,,,,,,,,0
35190170001,0.0063,,,,,,,,,,0
35190170005,0.0031,,,,,,,,,,0
35190170006,0.0022,,,,,,,,,,0
35190170007,0.0014,,,,,,,,,,0
35190175002,0.0051,0.0168,,0.0051,0.074,0.0338,,0.0528,0.0261,,0
35190175003,0.0043,0.0163,0.0058,0.0034,0.0329,,,0.0582,0.0116,,0
35190175004,0.0042,0.0072,0.005,0.0033,,,,,,,0
35190175005,0.005,0.0168,,0.0049,0.074,0.0353,,0.0666,0.0261,,0
35190175006,0.0032,0.0065,,0.0059,,0.0403,,,0.0102,,0
35190175007,0.0032,0.0065,,0.0058,,0.0403,,,0.0102,,0
