DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
24663014008,0.0348,0.0163,0.1444,0.0069,,0.0648,,0.1078,0.181,0.0095,0
24663015001,0.0312,0.0406,0.1775,0.008,0.0946,0.0263,0.0495,0.0549,0.0745,0.0192,1
24663015002,0.0328,0.0242,0.1876,0.0101,0.1079,0.0329,0.0485,,0.0598,0.0214,0
24663015003,0.03,0.019,0.1047,0.0067,0.0588,0.0282,0.0408,,0.0295,0.0163,0
24663015004,0.0341,0.0186,0.1664,0.0152,0.1184,0.0748,0.052,,0.1035,0.0335,0
24663016001,0.033,0.0551,0.1803,0.009,0.168,,0.0622,0.0629,0.1131,0.0322,0
24663016002,0.032,0.0543,0.1672,0.0083,0.1264,,0.0567,0.0592,0.1092,0.0248,0
24663016003,0.0325,0.0216,0.175,0.0099,0.1059,0.0327,0.0481,,0.0555,0.02,0
24663016004,0.035,0.0283,0.1909,0.0168,0.1842,0.0363,0.0671,0.052,0.0957,0.0405,1
24663017001,0.0321,0.0249,0.2293,0.0106,0.3507,0.0924,0.1134,0.0613,0.1129,0.0417,1
24663017002,0.0319,0.0152,0.1845,0.0127,0.2415,0.0846,0.075,0.049,0.1311,0.0216,1
24663017003,0.032,0.0151,0.1999,0.0127,0.2293,0.0741,0.0638,,0.116,0.0187,0
24663017004,0.033,0.0162,0.1757,0.0133,0.2345,0.0947,0.0593,,0.1207,0.021,0
24663018001,0.0263,0.0161,0.1582,0.0127,0.1933,0.0635,0.233,0.0587,0.1105,0.0353,1
24663019001,0.0315,0.0091,0.1843,0.0077,0.1192,0.0576,0.0851,0.0629,0.135,0.0299,1
24663019002,0.0306,0.0084,0.1708,0.0071,0.0871,0.055,0.0762,0.0592,0.1482,0.0238,1
24663020004,0.0216,,0.0245,0.0033,0.0244,,0.0439,,0.0759,0.0034,0
24663020005,0.0206,,0.0221,0.003,0.0709,,0.0398,,0.2183,0.0025,0
24663020006,0.0209,,0.0225,0.0031,0.0709,,0.0404,,0.2093,0.0025,0
24663020007,0.0204,,0.0214,0.0029,0.065,,0.0383,,0.2193,0.0024,0
24663020010,0.0245,,0.0691,0.0053,0.0415,0.0282,0.0709,,0.0749,0.011,0
24663020011,0.0189,,,0.0025,0.0122,,,,0.07,0.0009,0
24663020012,0.0224,,0.0514,0.0037,0.0453,0.0265,0.063,,0.0895,0.0105,0
24663020013,0.024,,0.0712,0.005,0.0401,0.0278,0.068,,0.0615,0.011,0
24663021002,0.019,,0.0701,0.0027,,0.0901,0.0762,,0.0599,0.004,0
24663021003,0.0189,,0.0983,0.0072,,0.1576,0.1187,,0.1013,0.0082,0
24663021004,0.0216,,0.1157,0.0082,0.0143,0.1684,0.1547,,0.1238,0.0103,0
24663021005,0.0225,,0.1039,0.0083,0.0278,0.089,0.0729,,0.0958,0.0014,0
24663021006,0.018,,0.0479,0.0022,,0.0416,0.0537,,0.0619,0.0028,0
24663021007,0.022,,0.0795,0.0074,0.0189,0.0921,0.0785,,0.1223,0.0015,0
24663022001,0.0184,,0.0698,0.0064,,0.1236,0.116,,0.0667,0.0031,0
24663022002,0.0189,,0.0826,0.0072,0.0141,0.1532,0.1502,,0.078,0.0045,0
24663022003,0.0183,,0.0688,0.0064,,0.1211,0.1134,,0.0654,0.003,0
24663022004,0.0202,,0.0816,0.0071,,0.3677,0.4252,,0.0886,0.0039,0
24663022005,0.0247,,0.1305,0.0101,0.0155,0.1626,0.1344,,0.1811,0.0061,0
24663023001,0.0261,,0.1563,0.012,0.0141,0.0943,0.0654,0.0501,0.1287,0.0036,0
24663023003,0.0254,,0.1543,0.011,0.0329,0.0733,0.0548,0.052,0.0974,0.0015,0
24663023004,0.0266,,0.175,0.0127,0.0149,0.1039,0.0709,0.052,0.1945,0.0044,0
24663023005,0.0267,0.0069,0.1392,0.0128,0.0253,0.0713,0.0459,0.0597,0.1477,0.0017,1
24663023006,0.0267,0.0072,0.1143,0.0129,0.0267,0.0669,0.0389,0.0618,0.0711,0.0021,1
24663023007,0.0232,,0.107,0.0092,0.0199,0.0987,0.0785,,0.0997,0.002,0
24663023008,0.0234,,0.1219,0.0093,0.0208,0.1023,0.0823,,0.1065,0.0021,0
24663024001,0.0263,,0.1661,0.0117,,0.1268,0.081,0.0501,0.1608,0.005,0
24663024002,0.0273,,0.2033,0.0136,,0.1049,0.0622,0.0587,0.1308,0.0055,0
24663024004,0.0275,,0.1727,0.0138,,0.1023,0.0567,0.0602,0.1273,0.0062,0
24663024005,0.0289,,0.2043,0.0167,,0.1409,0.0451,0.0714,0.1092,0.0091,0
24663024006,0.0267,,0.1978,0.0128,,0.101,0.0638,0.0553,0.1373,0.0044,0
24663024007,0.027,,0.2027,0.013,0.0141,0.1043,0.0662,0.0567,0.1469,0.0046,0
24663025001,0.0307,0.0065,0.16,0.0187,,0.133,0.0386,0.0679,0.0444,0.0122,0
