DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
24270054001,0.0006,,,,,,,,,,0
24270054002,0.0004,,,,,,,,,,0
24270054003,0.0004,,,,,,,,,,0
24270054004,0.0006,,0.0041,,,,,,,,0
24270054006,0.0011,0.0064,,,,0.0335,,,,,0
24270054007,0.0011,,,,,0.0269,,,,,0
24270054008,0.0013,0.0064,,,0.025,0.0366,,,,,0
24270054009,0.0013,0.007,,,0.0262,0.0377,,,,,0
24270054010,0.0012,0.0078,,,0.0236,0.0392,,,,,0
24270054011,0.0006,,,,,,,,,,0
24270054012,0.0007,,,,,,,,,,0
24270054013,0.0006,,,,,,,,,,0
24270054015,0.0001,,,,,,,,,,0
24270054017,0.0004,,,,,,,,,,0
24270054020,0.0004,,,,,,,,,,0
24270054021,0.0004,,,,,,,,,,0
24270054022,0.0009,,,,,,,,,,0
24270054023,0.0011,0.0077,,,0.0217,0.0388,,,,,0
24270054024,0.0013,0.0091,,,0.025,0.0445,,,0.0112,,0
24270055001,0.0006,,,,,,,,,,0
24270055004,0.0008,,0.0041,,,,,,,,0
24270055005,0.001,,,,,,,,,,0
24270055007,0.0011,,,,,,,,,,0
24270055012,0.0006,,,,,,,,,,0
24270055013,0.0017,,,,,0.09,,,0.0257,,0
24270055014,0.0012,,,,,,,,,,0
24270055015,0.0012,,,,,0.307,,,0.0286,,0
24270055016,0.0013,,,,,0.1132,,,0.1002,,0
24270055017,0.0012,,,,,0.1016,,,0.0137,,0
