DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
46090045062,0.0,,,,,,,,,,0
46090045071,0.0003,,,,,,,,,,0
46090045073,0.0006,,0.0052,,,,,,,,0
46090045074,0.001,,0.011,,,,,,,,0
46090045075,0.0001,,,,,,,,,,0
46090045076,0.0018,,0.0108,,,0.0685,0.0883,,,,0
46090045077,0.0011,,0.0064,,,0.0685,0.0883,,,,0
46090045078,0.0015,,0.0088,,,0.0685,0.0883,,,,0
46090045079,0.0001,,,,,,,,,,0
46090045080,0.0001,,,,,,,,,,0
46090045081,0.0,,,,,,,,,,0
46090045082,,,,,,,,,,,0
46090045083,0.0,,,,,,,,,,0
46090045084,,,,,,,,,,,0
46090045085,0.0,,,,,,,,,,0
46090045086,0.0,,,,,,,,,,0
46090045087,0.0003,,,,,,,,,,0
46090045088,0.0002,,,,,,,,,,0
46090045089,0.0002,,,,,,,,,,0
46090045090,0.0,,,,,,,,,,0
46090046001,0.0,,,,,,,,,,0
46090046002,0.0,,,,,,,,,,0
46090046003,0.0,,,,,,,,,,0
46090046004,,,,,,,,,,,0
46090046005,0.0001,,,,,,,,,,0
46090046006,,,,,,,,,,,0
46090046007,,,,,,,,,,,0
46090046008,,,,,,,,,,,0
46090046009,,,,,,,,,,,0
46090046013,0.0,,,,,,,,,,0
46090046014,0.0,,,,,,,,,,0
46090046015,,,,,,,,,,,0
46090046016,0.0,,,,,,,,,,0
46090046020,0.0,,,,,,,,,,0
46090046022,0.0,,,,,,,,,,0
46090046023,0.0,,,,,,,,,,0
46090046024,0.0,,,,,,,,,,0
46090046025,0.0,,,,,,,,,,0
46090046026,0.0,,,,,,,,,,0
46090046027,0.0,,,,,,,,,,0
46090046028,0.0,,,,,,,,,,0
46090046038,0.0002,,,,,,,,,,0
46090046039,0.0001,,,,,,,,,,0
46090046040,0.0001,,,,,,,,,,0
46090046042,,,,,,,,,,,0
46090046043,0.0001,,,,,,,,,,0
46090046046,0.0002,,,,,,,,,,0
46090046047,0.0002,,,,,,,,,,0
46090046048,0.0002,,,,,,,,,,0
