DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
35010303009,0.0,,,,,,,,,,0
35010303010,0.0003,,,,,,,,,,0
35010303011,0.0003,,,,,,,,,,0
35010303012,0.0003,,,,,,,,,,0
35010303017,0.0002,,,,,,,,,,0
35010303018,0.0002,,,,,,,,,,0
35010303019,0.0002,,,,,,,,,,0
35010303020,0.0002,,,,,,,,,,0
35010303021,0.0007,,,,,,,,,,0
35010303022,0.0001,,,,,,,,0.0103,,0
35010304001,0.0,,,,,,,,,,0
35010304002,0.0,,,,,,,,,,0
35010304003,0.0,,,,,,,,,,0
35010304004,0.0,,,,,,,,,,0
35010304008,0.0108,0.0315,0.0234,0.0095,0.0429,0.1541,,0.1883,0.0227,,0
35010304010,0.0092,0.0207,0.0145,0.0301,0.0278,0.3303,,0.7194,0.0293,,0
35010304011,0.005,0.0089,0.0099,0.0091,0.0194,0.2322,,0.312,0.0261,,0
35010304012,0.0048,0.0078,0.0086,0.0073,0.0168,0.2333,,0.217,0.0261,,0
35010304014,0.0029,,0.0053,0.0026,,0.0734,,0.052,0.012,,0
35010304015,0.0032,,0.0061,0.0027,,0.0852,,0.0587,0.0147,,0
35010304016,0.0021,,,0.0018,,,,,,,0
35010304019,0.0013,,0.0055,0.0001,,,,,,,0
35010304021,,,,,,,,,,,0
35010304022,0.0103,0.0294,0.0216,0.0089,0.0405,0.1457,,0.1744,0.0217,,0
35010304023,0.0031,,0.006,0.0027,,0.085,,0.0582,0.0145,,0
35010304024,0.0029,,0.0054,0.0026,,0.0741,,0.0528,0.0123,,0
35010304025,0.0011,,,0.0001,,,,,,,0
35010304026,0.0012,,,0.0001,,,,,,,0
35010304027,0.0031,,0.0048,0.0027,,0.0263,,,,,0
35010304029,0.0,,,,,,,,,,0
35010304030,0.0008,,,,,,,,,,0
35010305001,0.0029,,0.005,0.0026,,0.0685,,0.0493,0.0111,,0
35010305002,0.0027,,0.0046,0.0027,,0.0648,,,0.01,,0
35010305003,0.0022,,0.0073,0.0019,,,,,,,0
35010305004,0.0018,,0.0063,0.0013,,,,,0.0359,,0
35010305005,0.0017,,0.0242,0.0001,,,,,,,0
35010305006,0.0016,,0.0071,0.0011,,,,,0.0359,,0
35010305007,0.0016,,0.0087,0.0011,,,,,0.0345,,0
35010305008,0.0016,,0.0087,0.0011,,,,,0.0345,,0
35010305009,0.0016,,0.0064,0.0011,,,,,0.0359,,0
35010306003,0.0009,,,,,,,,0.0072,,0
35010306004,0.0009,,,,,,,,0.0072,,0
35010306005,0.0009,,,,,,,,0.0072,,0
35010306006,0.0009,,,,,,,,0.0072,,0
35010306007,0.0009,,,,,,,,0.0072,,0
35010306008,0.0009,,,,,,,,0.0072,,0
35010306009,0.0009,,,,,,,,0.0072,,0
35010306010,0.0009,,,,,,,,0.0072,,0
35010306011,0.0009,,,,,,,,0.0072,,0
