DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close
48010137005,0.0107,0.0075,0.0134,0.0029,,0.0455,0.0586,,0.1457,,0
48010137006,0.0103,0.0065,0.0071,0.0022,,0.0392,0.0505,,0.0379,,0
48010137007,0.015,0.0142,0.0446,0.0041,,0.0557,0.0719,,0.1153,,0
48010137008,0.0158,0.0096,0.0557,0.0052,,0.0435,0.056,,0.1298,,0
48010137009,0.0167,0.0351,0.0668,0.0067,0.0326,0.0667,0.0481,,0.1956,,0
48010137010,0.02,0.0458,0.0735,0.0075,0.0531,0.0687,0.0342,,0.1776,,0
48010137011,0.0135,0.0142,0.0396,0.0037,,0.0639,0.0823,,0.1046,,0
48010138001,0.014,0.0142,0.043,0.0039,,0.0776,0.1001,,0.2133,,0
48010138002,0.0135,0.0142,0.0425,0.0038,,0.1165,0.1502,,0.151,,0
48010138003,0.0134,0.0142,0.034,0.0038,,0.0521,0.0671,,0.1556,,0
48010138004,0.0123,0.0096,0.0264,0.0033,,0.0445,0.0573,,0.0713,,0
48010139001,0.0143,0.0109,0.0532,0.004,,0.0695,0.0895,,0.1147,,0
48010139002,0.0148,0.0131,0.053,0.004,,0.0609,0.0785,,0.1208,,0
48010139003,0.0152,0.0142,0.0535,0.0046,,0.0649,0.0837,,0.1292,,0
48010139004,0.0155,0.0102,0.0541,0.0051,,0.0557,0.0719,,0.1261,,0
48010139005,0.0126,0.0103,0.0411,0.0035,,0.2578,0.3323,,0.1385,,0
48010139006,0.0126,0.0098,0.0416,0.0037,,0.1887,0.2433,,0.1306,,0
48010139007,0.0129,0.0142,0.042,0.0036,,0.1071,0.138,,0.1213,,0
48010140001,0.0113,0.0081,0.0432,0.0019,,0.0489,0.063,,0.0697,,0
48010140002,0.0124,0.0079,0.0551,0.003,,0.0821,0.0709,,0.0972,,0
48010140003,0.0125,0.0132,0.0564,0.0032,,0.0671,0.0865,,0.113,,0
48010140004,0.0124,0.0141,0.0429,0.0033,,0.09,0.116,,0.0987,,0
48010140005,0.0132,0.0086,0.0556,0.0034,,0.1071,0.138,,0.1404,,0
48010141001,0.0153,,0.0955,0.0048,,0.0744,0.0443,,0.1343,,0
48010141002,0.0146,,0.0732,0.0042,,0.0677,0.0404,,0.1032,,0
48010141004,0.0166,0.0285,0.1437,0.0063,0.0326,0.071,0.0451,,0.1394,,0
48010141005,0.0147,0.0081,0.0496,0.0042,,0.0582,0.075,,0.1097,,0
48010141006,0.014,0.0097,0.0506,0.0036,,0.072,0.0928,,0.1071,,0
48010141007,0.015,,0.0936,0.0046,,0.0846,0.0654,,0.1281,,0
48010141008,0.0119,,0.0469,0.0028,,0.0737,0.0607,,0.0544,,0
48010142001,0.0139,0.0128,0.0817,0.0039,,0.0982,0.0372,,0.1323,,0
48010142002,0.0132,0.0211,0.0938,0.0038,,0.069,0.0408,,0.1652,,0
48010142003,0.014,0.0153,0.0872,0.0043,,0.0749,0.0505,,0.1228,,0
48010142004,0.0126,0.0192,0.0908,0.0036,,0.065,0.0481,,0.1134,,0
48010142005,0.0128,0.017,0.0663,0.0036,,0.0615,0.0414,,0.0834,,0
48010142006,0.0116,0.0209,0.0715,0.0025,,0.065,0.049,,0.092,,0
48010143001,0.0129,0.0097,0.0802,0.0029,,0.0335,,,0.0899,,0
48010143002,0.0125,0.0085,0.0649,0.0029,,0.0311,,,0.0812,,0
48010143003,0.012,0.0072,0.0582,0.0025,,0.028,,,0.0493,,0
48010143004,0.012,0.0071,0.0739,0.0027,,0.0278,,,0.071,,0
48010143005,0.0123,0.0167,0.0582,0.0028,,0.0579,0.0354,,0.0783,,0
48010143006,0.013,0.0182,0.0613,0.0032,,0.0611,0.0372,,0.0855,,0
48010144001,0.0127,0.0093,0.0698,0.0028,,0.0327,,,0.0753,,0
48010144002,0.0114,0.0157,0.0246,0.0025,,0.0284,0.0366,,0.0529,,0
48010144003,0.0114,0.0163,0.0567,0.0026,,0.0576,0.0392,,0.0729,,0
48010145001,0.0123,,0.0707,0.002,,0.0619,,,0.0683,,0
48010145002,0.0135,0.0068,0.0893,0.0025,,0.0649,,,0.0981,,0
48010145003,0.0134,0.0077,0.1376,0.003,,0.0655,,,0.1403,,0
48010145004,0.013,0.0069,0.1142,0.0028,,0.0701,,,0.1071,,0
